generation,trait_mean,trait_var,trait_std,breeding_value_mean,breeding_value_var,selection_proportion,n_parents,genetic_gain,cumulative_gain,inbreeding_coeff,selection_intensity,response_to_selection,replicate,seed
42,18.036781311035156,3.4378899466808166e-12,1.8541547888162313e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
43,18.036781311035156,3.5652193003388177e-12,1.8881788719227188e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
44,18.036779403686523,8.694769730588359e-12,2.9486895982699934e-06,16.35376739501953,3.637978807091713e-12,0.1,20,-1.9073486328125e-06,18.083347525447607,,,,1,3009
45,18.036781311035156,4.674802645682208e-12,2.162129248972633e-06,16.35376739501953,3.637978807091713e-12,0.1,20,1.9073486328125e-06,18.08334943279624,,,,1,3009
46,18.036781311035156,3.892637514407715e-12,1.9729768609977327e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
47,18.036779403686523,7.021298906867424e-12,2.6497734779695747e-06,16.35376739501953,3.637978807091713e-12,0.1,20,-1.9073486328125e-06,18.083347525447607,,,,1,3009
48,18.036781311035156,4.2382451714839675e-12,2.0586999198712874e-06,16.35376739501953,3.637978807091713e-12,0.1,20,1.9073486328125e-06,18.08334943279624,,,,1,3009
49,18.036781311035156,3.838067450662175e-12,1.959098653969704e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
50,18.036781311035156,3.983586897848834e-12,1.9958924895036034e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
51,18.036779403686523,7.294147924552519e-12,2.700767936403281e-06,16.35376739501953,3.637978807091713e-12,0.1,20,-1.9073486328125e-06,18.083347525447607,,,,1,3009
52,18.036781311035156,4.292814801548639e-12,2.0719110125355655e-06,16.35376739501953,3.637978807091713e-12,0.1,20,1.9073486328125e-06,18.08334943279624,,,,1,3009
53,18.036779403686523,7.87622397857568e-12,2.806461225191015e-06,16.35376739501953,3.637978807091713e-12,0.1,20,-1.9073486328125e-06,18.083347525447607,,,,1,3009
54,18.036781311035156,4.311004678236863e-12,2.0762959138664883e-06,16.35376739501953,3.637978807091713e-12,0.1,20,1.9073486328125e-06,18.08334943279624,,,,1,3009
55,18.036781311035156,3.52883954696237e-12,1.878520606624079e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
56,18.036779403686523,7.021298906867424e-12,2.6497734779695747e-06,16.35376739501953,3.637978807091713e-12,0.1,20,-1.9073486328125e-06,18.083347525447607,,,,1,3009
57,18.036781311035156,3.5652193003388177e-12,1.8881788719227188e-06,16.35376739501953,3.637978807091713e-12,0.1,20,1.9073486328125e-06,18.08334943279624,,,,1,3009
58,18.036781311035156,3.747118067221056e-12,1.9357473775016842e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
59,18.036781311035156,4.365574741982403e-12,2.0893958208034746e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
60,18.036781311035156,3.710738313844608e-12,1.926327740875422e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
61,18.036781311035156,3.910827391095939e-12,1.977581177925458e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
62,18.036781311035156,3.8744476377194914e-12,1.968361630133586e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
63,18.036781311035156,4.110916034666401e-12,2.0275394945201697e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
64,18.036781311035156,3.910827391095939e-12,1.977581177925458e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
65,18.036781311035156,3.637978807091713e-12,1.9073486328125e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
66,18.036781311035156,4.474714002111746e-12,2.1153518900973722e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
67,18.036781311035156,3.9653970211606104e-12,1.9913304640795104e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
68,18.036781311035156,4.49290387879997e-12,2.1196472062001703e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
69,18.036779403686523,7.257767737495202e-12,2.6940244879369857e-06,16.35376739501953,3.637978807091713e-12,0.1,20,-1.9073486328125e-06,18.083347525447607,,,,1,3009
70,18.036779403686523,6.893969770049857e-12,2.6256370802002493e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.083347525447607,,,,1,3009
71,18.036781311035156,4.438334248735298e-12,2.1067353372927755e-06,16.35376739501953,3.637978807091713e-12,0.1,20,1.9073486328125e-06,18.08334943279624,,,,1,3009
72,18.036781311035156,3.7653079439092796e-12,1.940440142789157e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
73,18.036779403686523,6.930349523426305e-12,2.632555606396636e-06,16.35376739501953,3.637978807091713e-12,0.1,20,-1.9073486328125e-06,18.083347525447607,,,,1,3009
74,18.036781311035156,3.692548437156384e-12,1.9216004147892818e-06,16.35376739501953,3.637978807091713e-12,0.1,20,1.9073486328125e-06,18.08334943279624,,,,1,3009
75,18.036781311035156,3.510649453433712e-12,1.8736727724899538e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
76,18.036781311035156,3.9653970211606104e-12,1.9913304640795104e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
77,18.036779403686523,7.78527502881543e-12,2.7902106012334116e-06,16.35376739501953,3.637978807091713e-12,0.1,20,-1.9073486328125e-06,18.083347525447607,,,,1,3009
78,18.036781311035156,3.547029423650594e-12,1.8833559352060547e-06,16.35376739501953,3.637978807091713e-12,0.1,20,1.9073486328125e-06,18.08334943279624,,,,1,3009
79,18.036781311035156,3.7653079439092796e-12,1.940440142789157e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
80,18.036781311035156,3.692548437156384e-12,1.9216004147892818e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
81,18.036781311035156,3.656168683779937e-12,1.9121109744446585e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
82,18.036779403686523,7.639755147947902e-12,2.764010787359439e-06,16.35376739501953,3.637978807091713e-12,0.1,20,-1.9073486328125e-06,18.083347525447607,,,,1,3009
83,18.036781311035156,4.0563464046017295e-12,2.0140373635513242e-06,16.35376739501953,3.637978807091713e-12,0.1,20,1.9073486328125e-06,18.08334943279624,,,,1,3009
84,18.036781311035156,3.547029423650594e-12,1.8833559352060547e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
85,18.036781311035156,4.401954495358851e-12,2.098083541568485e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
86,18.036781311035156,3.3287506865514738e-12,1.824486389523372e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
87,18.036781311035156,4.1472957880428485e-12,2.0364909687486943e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
88,18.036781311035156,4.220055294795744e-12,2.054277274510241e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
89,18.036779403686523,7.821654782191878e-12,2.796722128550755e-06,16.35376739501953,3.637978807091713e-12,0.1,20,-1.9073486328125e-06,18.083347525447607,,,,1,3009
90,18.036781311035156,3.656168683779937e-12,1.9121109744446585e-06,16.35376739501953,3.637978807091713e-12,0.1,20,1.9073486328125e-06,18.08334943279624,,,,1,3009
91,18.036779403686523,6.8394001399851856e-12,2.615224730107002e-06,16.35376739501953,3.637978807091713e-12,0.1,20,-1.9073486328125e-06,18.083347525447607,,,,1,3009
92,18.036781311035156,3.947207144472387e-12,1.986757979466347e-06,16.35376739501953,3.637978807091713e-12,0.1,20,1.9073486328125e-06,18.08334943279624,,,,1,3009
93,18.036781311035156,3.892637514407715e-12,1.9729768609977327e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
94,18.036781311035156,3.983586897848834e-12,1.9958924895036034e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.08334943279624,,,,1,3009
95,18.036779403686523,8.45830089996058e-12,2.9083157642162405e-06,16.35376739501953,3.637978807091713e-12,0.1,20,-1.9073486328125e-06,18.083347525447607,,,,1,3009
96,18.036779403686523,7.5851859515641e-12,2.7541216240933863e-06,16.35376739501953,3.637978807091713e-12,0.1,20,0.0,18.083347525447607,,,,1,3009
97,18.036781311035156,3.31056080986325e-12,1.8194946278526913e-06,16.35376739501953,3.637978807091713e-12,0.1,20,1.9073486328125e-06,18.08334943279624,,,,1,3009
98,18.036779403686523,7.712514654700797e-12,2.77714138974261e-06,16.35376739501953,3.637978807091713e-12,0.1,20,-1.9073486328125e-06,18.083347525447607,,,,1,3009
99,18.036781311035156,4.256435048172191e-12,2.063113015537965e-06,16.35376739501953,3.637978807091713e-12,0.1,20,1.9073486328125e-06,18.08334943279624,,,,1,3009
100,18.036779403686523,6.76664063323229e-12,2.6012767193606123e-06,16.35376739501953,3.637978807091713e-12,0.1,20,-1.9073486328125e-06,18.083347525447607,,,,1,3009
1,1.2146066427230835,1.4155426025390625,1.1897658109664917,-0.8363155126571655,0.8089499473571777,0.1,20,1.1831041239202023,1.1831041239202023,,,,2,2115
2,2.1329782009124756,1.3829126358032227,1.1759730577468872,0.12866736948490143,0.7530403733253479,0.1,20,0.9183715581893921,2.1014756821095943,,,,2,2115
3,3.186171770095825,1.265946388244629,1.1251428127288818,1.1597700119018555,0.6450539231300354,0.1,20,1.0531935691833496,3.154669251292944,,,,2,2115
4,4.108234882354736,1.1295702457427979,1.0628124475479126,2.102240800857544,0.593406081199646,0.1,20,0.9220631122589111,4.076732363551855,,,,2,2115
5,5.319868564605713,1.0949326753616333,1.0463902950286865,3.26334285736084,0.5428259372711182,0.1,20,1.2116336822509766,5.288366045802832,,,,2,2115
6,6.233376979827881,0.7209656238555908,0.849096953868866,4.248382091522217,0.39460253715515137,0.1,20,0.913508415222168,6.201874461025,,,,2,2115
7,6.926341533660889,0.8140826225280762,0.9022652506828308,4.950875759124756,0.4246825873851776,0.1,20,0.6929645538330078,6.894839014858007,,,,2,2115
8,7.79107141494751,0.8085815906524658,0.8992116451263428,5.793287754058838,0.3768436312675476,0.1,20,0.8647298812866211,7.7595688961446285,,,,2,2115
9,8.4279146194458,0.721740186214447,0.8495529294013977,6.400022506713867,0.33419105410575867,0.1,20,0.636843204498291,8.39641210064292,,,,2,2115
10,9.217005729675293,0.6622238755226135,0.8137713670730591,7.215150833129883,0.3548039197921753,0.1,20,0.7890911102294922,9.185503210872412,,,,2,2115
11,9.908686637878418,0.5818360447883606,0.7627817988395691,7.947381496429443,0.29164496064186096,0.1,20,0.691680908203125,9.877184119075537,,,,2,2115
12,10.716482162475586,0.3772781789302826,0.6142297387123108,8.739164352416992,0.1930096596479416,0.1,20,0.807795524597168,10.684979643672705,,,,2,2115
13,11.094247817993164,0.3433738350868225,0.5859810709953308,9.112528800964355,0.18451780080795288,0.1,20,0.3777656555175781,11.062745299190283,,,,2,2115
14,11.552478790283203,0.3221840560436249,0.5676125884056091,9.544849395751953,0.17382130026817322,0.1,20,0.45823097229003906,11.520976271480322,,,,2,2115
15,12.168013572692871,0.2591020464897156,0.5090206861495972,10.200843811035156,0.1604042649269104,0.1,20,0.615534782409668,12.13651105388999,,,,2,2115
16,12.563779830932617,0.24634870886802673,0.4963352680206299,10.575008392333984,0.13599339127540588,0.1,20,0.3957662582397461,12.532277312129736,,,,2,2115
17,13.082403182983398,0.21112623810768127,0.4594847559928894,11.077741622924805,0.11454302817583084,0.1,20,0.5186233520507812,13.050900664180517,,,,2,2115
18,13.493523597717285,0.21263019740581512,0.4611184298992157,11.520529747009277,0.10714094340801239,0.1,20,0.4111204147338867,13.462021078914404,,,,2,2115
19,13.904390335083008,0.1441771388053894,0.37970665097236633,11.886646270751953,0.07619588077068329,0.1,20,0.41086673736572266,13.872887816280127,,,,2,2115
20,14.291082382202148,0.19147178530693054,0.4375748932361603,12.245805740356445,0.09043338894844055,0.1,20,0.3866920471191406,14.259579863399267,,,,2,2115
21,14.656770706176758,0.11773784458637238,0.3431294858455658,12.655492782592773,0.05820586532354355,0.1,20,0.3656883239746094,14.625268187373877,,,,2,2115
22,14.945413589477539,0.07050763070583344,0.2655327320098877,12.932071685791016,0.04166889190673828,0.1,20,0.28864288330078125,14.913911070674658,,,,2,2115
23,15.1741943359375,0.07913824915885925,0.2813152074813843,13.165102005004883,0.042934104800224304,0.1,20,0.22878074645996094,15.142691817134619,,,,2,2115
24,15.416980743408203,0.08100074529647827,0.28460630774497986,13.399306297302246,0.03408696874976158,0.1,20,0.24278640747070312,15.385478224605322,,,,2,2115
25,15.670148849487305,0.05849785730242729,0.24186331033706665,13.663935661315918,0.031348682940006256,0.1,20,0.25316810607910156,15.638646330684423,,,,2,2115
26,15.923029899597168,0.05192582681775093,0.22787238657474518,13.90813159942627,0.02853511832654476,0.1,20,0.2528810501098633,15.891527380794287,,,,2,2115
27,16.1039981842041,0.05819569155573845,0.2412378340959549,14.102227210998535,0.034861475229263306,0.1,20,0.1809682846069336,16.07249566540122,,,,2,2115
28,16.297754287719727,0.06957504898309708,0.26377081871032715,14.276660919189453,0.034435857087373734,0.1,20,0.193756103515625,16.266251768916845,,,,2,2115
29,16.4907169342041,0.05657929554581642,0.23786403238773346,14.493885040283203,0.026242580264806747,0.1,20,0.192962646484375,16.45921441540122,,,,2,2115
30,16.671220779418945,0.052666403353214264,0.22949162125587463,14.66051959991455,0.026774059981107712,0.1,20,0.18050384521484375,16.639718260616064,,,,2,2115
31,16.82958984375,0.0504913367331028,0.22470277547836304,14.825276374816895,0.026659905910491943,0.1,20,0.1583690643310547,16.79808732494712,,,,2,2115
32,16.993850708007812,0.021823875606060028,0.1477290540933609,14.986132621765137,0.01368237379938364,0.1,20,0.1642608642578125,16.96234818920493,,,,2,2115
33,17.133691787719727,0.02356211468577385,0.1534995585680008,15.111477851867676,0.014421570114791393,0.1,20,0.13984107971191406,17.102189268916845,,,,2,2115
34,17.268341064453125,0.028179312124848366,0.16786694526672363,15.268251419067383,0.01384222786873579,0.1,20,0.13464927673339844,17.236838545650244,,,,2,2115
35,17.437246322631836,0.013584475964307785,0.1165524572134018,15.423819541931152,0.006831943988800049,0.1,20,0.16890525817871094,17.405743803828955,,,,2,2115
36,17.536392211914062,0.013136599212884903,0.11461500078439713,15.526777267456055,0.006183493882417679,0.1,20,0.09914588928222656,17.50488969311118,,,,2,2115
37,17.630313873291016,0.015761535614728928,0.1255449503660202,15.630534172058105,0.007545147091150284,0.1,20,0.09392166137695312,17.598811354488134,,,,2,2115
38,17.73479461669922,0.009050272405147552,0.09513291716575623,15.725460052490234,0.004763033706694841,0.1,20,0.10448074340820312,17.703292097896338,,,,2,2115
39,17.810771942138672,0.010133611038327217,0.10066583752632141,15.804903984069824,0.004629697185009718,0.1,20,0.07597732543945312,17.77926942333579,,,,2,2115
40,17.91240119934082,0.011721739545464516,0.10826697945594788,15.890556335449219,0.006026837974786758,0.1,20,0.10162925720214844,17.88089868053794,,,,2,2115
41,17.994138717651367,0.012095591984689236,0.10997996479272842,15.98659896850586,0.006534622982144356,0.1,20,0.08173751831054688,17.962636198848486,,,,2,2115
42,18.077558517456055,0.009304058738052845,0.09645754843950272,16.067899703979492,0.005168371833860874,0.1,20,0.0834197998046875,18.046055998653173,,,,2,2115
43,18.161663055419922,0.008053942583501339,0.08974376320838928,16.147869110107422,0.004170908592641354,0.1,20,0.08410453796386719,18.13016053661704,,,,2,2115
44,18.228435516357422,0.00653028953820467,0.08081020414829254,16.223051071166992,0.003243755316361785,0.1,20,0.0667724609375,18.19693299755454,,,,2,2115
45,18.292356491088867,0.002709936583414674,0.05205705016851425,16.28207778930664,0.0012039761058986187,0.1,20,0.06392097473144531,18.260853972285986,,,,2,2115
46,18.331636428833008,0.0008424563566222787,0.02902509830892086,16.32691192626953,0.0004341264721006155,0.1,20,0.039279937744140625,18.300133910030127,,,,2,2115
47,18.360746383666992,0.00035521783865988255,0.01884722337126732,16.351804733276367,0.00018346792785450816,0.1,20,0.029109954833984375,18.32924386486411,,,,2,2115
48,18.37118911743164,7.478304178221151e-05,0.008647718466818333,16.363414764404297,3.9164013287518173e-05,0.1,20,0.010442733764648438,18.33968659862876,,,,2,2115
49,18.37637710571289,1.4052029939648492e-07,0.0003748603630810976,16.368717193603516,6.810729047401765e-08,0.1,20,0.00518798828125,18.34487458691001,,,,2,2115
50,18.376569747924805,7.346308734668128e-07,0.0008571061189286411,16.368913650512695,3.40301767209894e-07,0.1,20,0.0001926422119140625,18.345067229121923,,,,2,2115
51,18.376707077026367,8.276402133078342e-12,2.8768736228812486e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0001373291015625,18.345204558223486,,,,2,2115
52,18.376707077026367,8.45830089996058e-12,2.9083157642162405e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
53,18.376707077026367,6.8394001399851856e-12,2.615224730107002e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
54,18.376707077026367,7.330527677928966e-12,2.707494786591269e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
55,18.376707077026367,8.167262005587261e-12,2.8578422188729746e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
56,18.376707077026367,8.130882252210814e-12,2.8514702989923535e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
57,18.376707077026367,7.166818354054083e-12,2.677091288205702e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
58,18.376707077026367,7.967173795697668e-12,2.8226181711943354e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
59,18.376707077026367,8.822098433725056e-12,2.970201649077353e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
60,18.376707077026367,7.894414288944773e-12,2.8096999358240282e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
61,18.376707077026367,8.185452315956354e-12,2.86102294921875e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
62,18.376707077026367,6.9485394001145284e-12,2.6360082756582415e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
63,18.376707077026367,7.948983485328576e-12,2.819394239850226e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
64,18.376707077026367,8.949428004223492e-12,2.991559540532762e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
65,18.376707077026367,7.530615887818559e-12,2.7441967631602893e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
66,18.376707077026367,8.294591576085697e-12,2.8800332074752077e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
67,18.376707077026367,7.748895275438983e-12,2.7836838398798136e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
68,18.376707077026367,6.675691249791171e-12,2.583735977168544e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
69,18.376707077026367,6.3846527890987215e-12,2.5267870569223305e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
70,18.376707077026367,7.694325211693442e-12,2.7738647077057976e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
71,18.376707077026367,7.73070496506989e-12,2.7804144338006154e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
72,18.376707077026367,6.457412295851617e-12,2.541143885537167e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
73,18.376707077026367,7.094058847301188e-12,2.6634675123204943e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
74,18.376707077026367,9.022187510976387e-12,3.0036956104595447e-06,16.3690185546875,1.4551915228366852e-11,0.1,20,0.0,18.345204558223486,,,,2,2115
